N,Z,binding,A,binding_MeV,N_frontier,d
28,22,8755.7227,50,437.786135,34.2,-6.200000000000003
41,40,8395.1519,81,680.0073039,62.2,-21.200000000000003
121,82,7877.397,203,1599.111591,125.4,-4.400000000000006
101,72,8066.0164,173,1395.4208372,106.9,-5.900000000000006
31,24,8731.9362,55,480.256491,37.599999999999994,-6.599999999999994
90,72,8027.1171,162,1300.3929702,106.9,-16.900000000000006
48,41,8616.8184,89,766.8968376,64.5,-16.5
132,85,7744.6172,217,1680.5819324,132.6,-0.5999999999999943
37,29,8731.473,66,576.277218,44.7,-7.700000000000003
43,37,8611.676,80,688.93408,57.4,-14.399999999999999
157,107,7315.0,264,1931.16,163.4,-6.400000000000006
48,38,8708.4566,86,748.9272675999999,58.8,-10.799999999999997
79,71,7866.0,150,1179.8999999999999,105.6,-26.599999999999994
97,68,8139.9348,165,1343.089242,100.9,-3.9000000000000057
27,19,8518.0428,46,391.8299688,29.799999999999997,-2.799999999999997
88,68,8141.9084,156,1270.1377104,100.9,-12.900000000000006
67,58,8242.0,125,1030.25,88.6,-21.599999999999994
95,78,7845.3856,173,1357.2517088,117.1,-22.099999999999994
88,67,8159.2055,155,1264.6768525,99.6,-11.599999999999994
12,9,7738.2934,21,162.5041614,16.6,-4.600000000000001
11,5,5507.3535,16,88.117656,11.799999999999999,-0.7999999999999989
82,60,8346.031,142,1185.136402,91.6,-9.599999999999994
21,14,8169.5644,35,285.934754,23.4,-2.3999999999999986
48,34,8693.1973,82,712.8421786,51.7,-3.700000000000003
65,45,8504.2551,110,935.468061,71.3,-6.299999999999997
90,68,8147.927,158,1287.3724659999998,100.9,-10.900000000000006
6,11,5522.7653,17,93.8870101,20.0,-14.0
76,61,8263.6516,137,1132.1202692,92.9,-16.900000000000006
106,79,7909.441,185,1463.246585,119.0,-13.0
112,79,7924.6819,191,1513.6142429,119.0,-7.0
94,71,8076.746,165,1332.66309,105.6,-11.599999999999994
82,66,8180.943,148,1210.7795640000002,98.9,-16.900000000000006
37,32,8680.964,69,598.9865159999999,48.7,-11.700000000000003
123,90,7683.847,213,1636.659411,139.0,-16.0
145,99,7483.0,244,1825.8519999999999,152.9,-7.900000000000006
111,84,7791.3155,195,1519.3065225,130.7,-19.69999999999999
148,96,7523.9527,244,1835.8444588,149.6,-1.5999999999999943
157,105,7352.0,262,1926.2240000000002,159.2,-2.1999999999999886
39,26,8546.347,65,555.5125549999999,40.7,-1.7000000000000028
56,43,8613.6105,99,852.7474395,67.9,-11.900000000000006
84,70,8039.9402,154,1238.1507908,104.2,-20.200000000000003
61,53,8344.779,114,951.3048060000001,82.3,-21.299999999999997
65,53,8406.1203,118,991.9221954000002,82.3,-17.299999999999997
85,73,7907.0,158,1249.306,109.3,-24.299999999999997
79,64,8198.3188,143,1172.3595884,96.6,-17.599999999999994
100,79,7865.6374,179,1407.9490945999999,119.0,-19.0
84,66,8189.1495,150,1228.3724250000002,98.9,-14.900000000000006
45,40,8564.0394,85,727.943349,62.2,-17.200000000000003
20,27,7396.0,47,347.612,41.7,-21.700000000000003
86,60,8304.0927,146,1212.3975342,91.6,-5.599999999999994
11,10,7971.7136,21,167.4059856,18.299999999999997,-7.299999999999997
4,6,6032.0426,10,60.320426,11.799999999999999,-7.799999999999999
101,83,7712.0,184,1419.008,129.0,-28.0
37,34,8586.0606,71,609.6103026000001,51.7,-14.700000000000003
56,42,8635.1691,98,846.2465717999999,65.6,-9.599999999999994
12,8,7568.5707,20,151.37141400000002,14.2,-2.1999999999999993
42,39,8505.9031,81,688.9781511,60.099999999999994,-18.099999999999994
19,24,7680.0,43,330.24,37.599999999999994,-18.599999999999994
49,42,8613.6286,91,783.8402026,65.6,-16.599999999999994
87,73,7938.2704,160,1270.123264,109.3,-22.299999999999997
50,38,8732.5958,88,768.4684303999999,58.8,-8.799999999999997
1,4,18.0,5,0.09,8.7,-7.699999999999999
76,62,8237.9286,138,1136.8341468,94.3,-18.299999999999997
57,45,8576.9818,102,874.8521436000001,71.3,-14.299999999999997
55,54,8107.3071,109,883.6964739,83.4,-28.400000000000006
34,25,8680.9224,59,512.1744216,39.3,-5.299999999999997
4,8,4881.9755,12,58.58370599999999,14.2,-10.2
128,84,7810.2438,212,1655.7716856,130.7,-2.6999999999999886
13,12,8223.5028,25,205.58757,21.7,-8.7
26,26,8609.6079,52,447.6996108,40.7,-14.700000000000003
58,55,8148.623,113,920.7943989999999,85.0,-27.0
22,20,8616.5646,42,361.8957132,30.799999999999997,-8.799999999999997
12,19,6487.0,31,201.097,29.799999999999997,-17.799999999999997
69,57,8312.4268,126,1047.3657767999998,88.3,-19.299999999999997
106,74,8025.4434,180,1444.579812,111.0,-5.0
126,83,7847.9869,209,1640.2292621,129.0,-3.0
47,45,8373.4211,92,770.3547412,71.3,-24.299999999999997
75,55,8408.7848,130,1093.142024,85.0,-10.0
89,71,8038.3387,160,1286.134192,105.6,-16.599999999999994
93,68,8145.8628,161,1311.4839107999999,100.9,-7.900000000000006
120,90,7669.0764,210,1610.506044,139.0,-19.0
22,26,8022.7254,48,385.09081920000006,40.7,-18.700000000000003
35,34,8503.7082,69,586.7558657999999,51.7,-16.700000000000003
16,20,7815.8799,36,281.3716764,30.799999999999997,-14.799999999999997
48,39,8674.8451,87,754.7115237,60.099999999999994,-12.099999999999994
111,86,7722.119,197,1521.257443,133.6,-22.599999999999994
45,34,8695.5923,79,686.9517917,51.7,-6.700000000000003
114,88,7685.5684,202,1552.4848168,135.8,-21.80000000000001
52,37,8664.1895,89,771.1128655000001,57.4,-5.399999999999999
100,72,8071.7439,172,1388.3399508,106.9,-6.900000000000006
93,67,8158.6004,160,1305.376064,99.6,-6.599999999999994
80,54,8413.6994,134,1127.4357195999999,83.4,-3.4000000000000057
122,88,7741.3687,210,1625.6874269999998,135.8,-13.800000000000011
6,9,6497.4597,15,97.4618955,16.6,-10.600000000000001
92,75,7929.0,167,1324.143,112.0,-20.0
13,11,8063.4882,24,193.5237168,20.0,-7.0
46,40,8614.0523,86,740.8084977999999,62.2,-16.200000000000003
78,68,8010.5127,146,1169.5348542,100.9,-22.900000000000006
121,91,7633.6289,212,1618.3293268,139.6,-18.599999999999994
32,22,8599.6917,54,464.38335179999996,34.2,-2.200000000000003
133,88,7701.1352,221,1701.9508792,135.8,-2.8000000000000114
36,26,8692.8831,62,538.9587521999999,40.7,-4.700000000000003
75,69,7850.0,144,1130.3999999999999,100.9,-25.900000000000006
90,66,8192.4366,156,1278.0201096,98.9,-8.900000000000006
103,70,8087.4276,173,1399.1249748,104.2,-1.2000000000000028
45,47,8080.0,92,743.36,73.0,-28.0
79,59,8339.2195,138,1150.8122909999997,90.6,-11.599999999999994
101,80,7839.6792,181,1418.9819352,122.19999999999999,-21.19999999999999
17,12,8113.5317,29,235.29241929999998,21.7,-4.699999999999999
10,7,7286.2294,17,123.8658998,13.5,-3.5
18,13,8225.518,31,254.99105799999998,23.4,-5.399999999999999
20,18,8614.2807,38,327.34266660000003,28.099999999999998,-8.099999999999998
9,8,7750.7291,17,131.7623947,14.2,-5.199999999999999
36,35,8481.4629,71,602.1838659,53.4,-17.4
14,9,7622.3447,23,175.3139281,16.6,-2.6000000000000014
84,69,8071.2571,153,1234.9023363000001,100.9,-16.900000000000006
116,88,7704.1238,204,1571.6412552000002,135.8,-19.80000000000001
92,74,7974.8951,166,1323.8325866,111.0,-19.0
91,67,8158.4709,158,1289.0384022,99.6,-8.599999999999994
16,17,8304.7557,33,274.05693809999997,28.099999999999998,-12.099999999999998
14,14,8447.7445,28,236.53684600000003,23.4,-9.399999999999999
69,48,8488.974,117,993.209958,74.0,-5.0
50,45,8525.3707,95,809.9102164999999,71.3,-21.299999999999997
9,14,6554.0,23,150.74200000000002,23.4,-14.399999999999999
14,10,7993.3252,24,191.8398048,18.299999999999997,-4.299999999999997
108,85,7727.1099,193,1491.3322107000001,132.6,-24.599999999999994
129,87,7742.4513,216,1672.3694808,135.2,-6.199999999999989
32,35,8148.0,67,545.9159999999999,53.4,-21.4
80,52,8408.4859,132,1109.9201388000001,80.7,-0.7000000000000028
91,69,8110.8124,160,1297.729984,100.9,-9.900000000000006
72,51,8472.3196,123,1042.0953108,79.3,-7.299999999999997
13,16,7746.3826,29,224.64509539999997,26.099999999999998,-13.099999999999998
18,21,8013.4575,39,312.52484250000003,33.099999999999994,-15.099999999999994
75,64,8126.0,139,1129.514,96.6,-21.599999999999994
38,30,8755.682,68,595.386376,45.7,-7.700000000000003
84,72,7952.6676,156,1240.6161456,106.9,-22.900000000000006
56,47,8537.652,103,879.378156,73.0,-17.0
76,65,8097.4761,141,1141.7441301,97.6,-21.599999999999994
104,72,8061.3604,176,1418.7994304,106.9,-2.9000000000000057
18,11,7682.1522,29,222.78241380000003,20.0,-2.0
95,70,8104.8399,165,1337.2985835,104.2,-9.200000000000003
59,45,8568.9501,104,891.1708104,71.3,-12.299999999999997
44,43,8347.7449,87,726.2538063000001,67.9,-23.900000000000006
84,75,7795.0,159,1239.405,112.0,-28.0
88,77,7776.0,165,1283.04,115.7,-27.700000000000003
9,12,7105.0317,21,149.2056657,21.7,-12.7
26,30,8106.0,56,453.936,45.7,-19.700000000000003
8,10,7341.2577,18,132.1426386,18.299999999999997,-10.299999999999997
47,36,8695.7295,83,721.7455484999999,55.4,-8.399999999999999
111,79,7918.8345,190,1504.578555,119.0,-8.0
111,74,7992.9083,185,1478.6880355,111.0,0.0
77,60,8309.5892,137,1138.4137203999999,91.6,-14.599999999999994
60,49,8513.1027,109,927.9281943,75.7,-15.700000000000003
70,64,8008.0,134,1073.072,96.6,-26.599999999999994
141,94,7578.8799,235,1781.0367764999999,147.3,-6.300000000000011
141,92,7603.9574,233,1771.7220742000002,142.9,-1.9000000000000057
152,106,7342.0,258,1894.2359999999999,159.7,-7.699999999999989
42,44,8133.0,86,699.4379999999999,69.0,-27.0
78,51,8418.0598,129,1085.9297142000003,79.3,-1.2999999999999972
22,28,7702.0,50,385.1,43.8,-21.799999999999997
19,20,8369.6711,39,326.41717289999997,30.799999999999997,-11.799999999999997
109,86,7700.3841,195,1501.5748995,133.6,-24.599999999999994
19,22,8034.3889,41,329.40994489999997,34.2,-15.200000000000003
73,64,8080.0,137,1106.96,96.6,-23.599999999999994
103,75,7998.1576,178,1423.6720528,112.0,-9.0
10,13,7335.7275,23,168.7217325,23.4,-13.399999999999999
29,30,8473.7802,59,499.9530317999999,45.7,-16.700000000000003
53,40,8671.6207,93,806.4607251,62.2,-9.200000000000003
19,21,8173.6697,40,326.94678799999997,33.099999999999994,-14.099999999999994
144,99,7486.0,243,1819.098,152.9,-8.900000000000006
161,110,7252.0,271,1965.292,169.3,-8.300000000000011
15,11,8004.2013,26,208.1092338,20.0,-5.0
108,73,8023.405,181,1452.2363050000001,109.3,-1.2999999999999972
10,6,6922.0546,16,110.7528736,11.799999999999999,-1.799999999999999
104,84,7724.6544,188,1452.2350272,130.7,-26.69999999999999
139,92,7613.3879,231,1758.6926048999999,142.9,-3.9000000000000057
40,30,8729.8086,70,611.086602,45.7,-5.700000000000003
85,69,8074.209,154,1243.4281859999999,100.9,-15.900000000000006
47,42,8544.9851,89,760.5036739,65.6,-18.599999999999994
102,81,7815.6741,183,1430.2683603,124.4,-22.400000000000006
124,86,7796.6653,210,1637.2997129999999,133.6,-9.599999999999994
1,3,1153.7603,4,4.615041199999999,7.3,-6.3
98,80,7811.3607,178,1390.4222046,122.19999999999999,-24.19999999999999
80,55,8401.3393,135,1134.1808055,85.0,-5.0
59,56,8116.0,115,933.3399999999999,86.0,-27.0
95,73,8019.4287,168,1347.2640216000002,109.3,-14.299999999999997
16,10,7751.911,26,201.549686,18.299999999999997,-2.299999999999997
97,69,8118.9357,166,1347.7433262,100.9,-3.9000000000000057
108,84,7771.0542,192,1492.0424064,130.7,-22.69999999999999
56,40,8635.3283,96,828.9915168,62.2,-6.200000000000003
117,83,7848.4969,200,1569.69938,129.0,-12.0
81,53,8389.0722,134,1124.1356748,82.3,-1.2999999999999972
76,69,7889.0,145,1143.905,100.9,-24.900000000000006
50,44,8583.662,94,806.864228,69.0,-19.0
83,73,7872.0,156,1228.032,109.3,-26.299999999999997
86,76,7794.0,162,1262.628,114.4,-28.400000000000006
118,90,7652.5716,208,1591.7348928,139.0,-21.0
115,85,7783.7601,200,1556.7520200000001,132.6,-17.599999999999994
38,28,8739.5086,66,576.8075676,43.8,-5.799999999999997
40,27,8581.7422,67,574.9767274000001,41.7,-1.7000000000000028
109,76,7981.3047,185,1476.5413695,114.4,-5.400000000000006
107,78,7939.7779,185,1468.8589115,117.1,-10.099999999999994
11,12,7901.1229,23,181.72582670000003,21.7,-10.7
143,99,7483.0,242,1810.886,152.9,-9.900000000000006
45,41,8502.2231,86,731.1911865999998,64.5,-19.5
118,79,7915.6548,197,1559.3839956000002,119.0,-1.0
52,46,8533.8999,98,836.3221902,72.7,-20.700000000000003
87,60,8283.6036,147,1217.6897292,91.6,-4.599999999999994
8,9,7542.3284,17,128.2195828,16.6,-8.600000000000001
74,63,8150.5738,137,1116.6286106,94.6,-20.599999999999994
50,47,8423.2121,97,817.0515737000001,73.0,-23.0
98,79,7843.8623,177,1388.3636271,119.0,-21.0
84,61,8302.6583,145,1203.8854534999998,92.9,-8.900000000000006
23,19,8551.2571,42,359.1527982,29.799999999999997,-6.799999999999997
22,14,8112.5199,36,292.0507164,23.4,-1.3999999999999986
67,55,8359.1515,122,1019.816483,85.0,-18.0
29,27,8694.8386,56,486.91096159999995,41.7,-12.700000000000003
104,82,7805.342,186,1451.793612,125.4,-21.400000000000006
67,57,8278.2926,124,1026.5082824,88.3,-21.299999999999997
151,99,7469.0,250,1867.25,152.9,-1.9000000000000057
121,85,7808.8904,206,1608.6314224,132.6,-11.599999999999994
70,62,8122.0,132,1072.104,94.3,-24.299999999999997
87,61,8268.2283,148,1223.6977884,92.9,-5.900000000000006
130,90,7684.4964,220,1690.5892079999999,139.0,-9.0
100,75,7994.8168,175,1399.09294,112.0,-12.0
3,4,5371.5487,7,37.6008409,8.7,-5.699999999999999
41,30,8689.0417,71,616.9219607,45.7,-4.700000000000003
39,42,8054.0,81,652.374,65.6,-26.599999999999994
25,21,8622.0215,46,396.612989,33.099999999999994,-8.099999999999994
52,48,8437.7375,100,843.77375,74.0,-22.0
23,28,7870.0,51,401.37,43.8,-20.799999999999997
130,92,7637.7651,222,1695.5838522,142.9,-12.900000000000006
50,49,8304.0,99,822.096,75.7,-25.700000000000003
66,49,8516.5472,115,979.4029280000002,75.7,-9.700000000000003
58,43,8593.1366,101,867.9067965999999,67.9,-9.900000000000006
101,73,8040.4528,174,1399.0387872000001,109.3,-8.299999999999997
34,31,8662.1601,65,563.0404065,47.599999999999994,-13.599999999999994
143,98,7507.0,241,1809.187,152.3,-9.300000000000011
71,60,8230.3045,131,1078.1698895000002,91.6,-20.599999999999994
66,58,8229.0,124,1020.396,88.6,-22.599999999999994
73,50,8467.2313,123,1041.4694499,77.7,-4.700000000000003
34,33,8530.5685,67,571.5480895,50.0,-16.0
46,43,8450.5758,89,752.1012462000001,67.9,-21.900000000000006
8,7,7699.4603,15,115.4919045,13.5,-5.5
66,47,8516.066,113,962.315458,73.0,-7.0
62,42,8527.9063,104,886.9022552,65.6,-3.5999999999999943
51,34,8610.3045,85,731.8758825,51.7,-0.7000000000000028
74,59,8310.2588,133,1105.2644204,90.6,-16.599999999999994
83,64,8243.3366,147,1211.7704802,96.6,-13.599999999999994
54,41,8647.2133,95,821.4852634999999,64.5,-10.5
122,80,7896.8505,202,1595.163801,122.19999999999999,-0.19999999999998863
100,80,7836.1111,180,1410.499998,122.19999999999999,-22.19999999999999
89,65,8196.6697,154,1262.2871338000002,97.6,-8.599999999999994
70,57,8333.5412,127,1058.3597324,88.3,-18.299999999999997
66,53,8426.8924,119,1002.8001955999999,82.3,-16.299999999999997
28,27,8669.6204,55,476.829122,41.7,-13.700000000000003
47,40,8623.6545,87,750.2579415,62.2,-15.200000000000003
98,67,8146.9591,165,1344.2482515,99.6,-1.5999999999999943
110,87,7673.764,197,1511.731508,135.2,-25.19999999999999
34,26,8755.8539,60,525.351234,40.7,-6.700000000000003
56,51,8358.7344,107,894.3845808,79.3,-23.299999999999997
63,44,8533.3676,107,913.0703332,69.0,-6.0
42,43,8215.0,85,698.275,67.9,-25.900000000000006
70,65,7939.0,135,1071.765,97.6,-27.599999999999994
70,53,8449.1896,123,1039.2503208,82.3,-12.299999999999997
59,51,8412.6821,110,925.3950309999999,79.3,-20.299999999999997
132,86,7738.7527,218,1687.0480886,133.6,-1.5999999999999943
112,85,7766.0174,197,1529.9054278,132.6,-20.599999999999994
136,97,7519.0,233,1751.9270000000001,150.6,-14.599999999999994
141,95,7561.0,236,1784.396,148.0,-7.0
154,107,7317.3313,261,1909.8234693,163.4,-9.400000000000006
104,71,8069.1412,175,1412.0997100000002,105.6,-1.5999999999999943
102,76,7981.9128,178,1420.7804784,114.4,-12.400000000000006
131,86,7744.4037,217,1680.5356029,133.6,-2.5999999999999943
92,72,8043.8142,164,1319.1855288,106.9,-14.900000000000006
72,64,8064.0,136,1096.704,96.6,-24.599999999999994
94,79,7788.2348,173,1347.3646204000001,119.0,-25.0
117,85,7794.5637,202,1574.5018673999998,132.6,-15.599999999999994
92,67,8165.1066,159,1298.2519494,99.6,-7.599999999999994
80,69,8004.0,149,1192.596,100.9,-20.900000000000006
98,72,8070.8762,170,1372.0489539999999,106.9,-8.900000000000006
72,61,8204.2841,133,1091.1697853,92.9,-20.900000000000006
74,61,8236.7933,135,1111.9670955,92.9,-18.900000000000006
149,102,7423.0,251,1863.173,155.1,-6.099999999999994
144,94,7568.3611,238,1801.2699418,147.3,-3.3000000000000114
83,60,8330.4893,143,1191.2599699,91.6,-8.599999999999994
55,48,8489.7547,103,874.4447340999999,74.0,-19.0
13,10,7955.2561,23,182.9708903,18.299999999999997,-5.299999999999997
70,58,8306.9259,128,1063.2865152,88.6,-18.599999999999994
68,45,8456.8165,113,955.6202645000001,71.3,-3.299999999999997
91,76,7873.9557,167,1314.9506019,114.4,-23.400000000000006
51,40,8693.3149,91,791.0916558999999,62.2,-11.200000000000003
149,97,7502.8035,246,1845.689661,150.6,-1.5999999999999943
106,81,7852.465,187,1468.410955,124.4,-18.400000000000006
14,8,7364.8722,22,162.0271884,14.2,-0.1999999999999993
10,14,7167.2329,24,172.0135896,23.4,-13.399999999999999
65,57,8235.0,122,1004.67,88.3,-23.299999999999997
75,49,8414.3243,124,1043.3762132000002,75.7,-0.7000000000000028
70,49,8486.1387,119,1009.8505053,75.7,-5.700000000000003
49,46,8428.9807,95,800.7531665,72.7,-23.700000000000003
99,67,8135.4933,166,1350.4918878,99.6,-0.5999999999999943
113,79,7920.1033,192,1520.6598336,119.0,-6.0
99,71,8081.6686,170,1373.8836620000002,105.6,-6.599999999999994
87,59,8280.325,146,1208.9274500000001,90.6,-3.5999999999999943
37,33,8621.5541,70,603.508787,50.0,-13.0
158,106,7338.0,264,1937.232,159.7,-1.6999999999999886
24,26,8354.0268,50,417.70133999999996,40.7,-16.700000000000003
20,28,7236.0,48,347.328,43.8,-23.799999999999997
59,53,8299.8801,112,929.5865712000001,82.3,-23.299999999999997
77,66,8075.0527,143,1154.7325361,98.9,-21.900000000000006
64,48,8544.7306,112,957.0098272000001,74.0,-10.0
54,46,8563.5652,100,856.3565199999999,72.7,-18.700000000000003
149,103,7400.0,252,1864.8000000000002,156.7,-7.699999999999989
28,32,8113.0,60,486.78,48.7,-20.700000000000003
114,84,7817.5611,198,1547.8770978,130.7,-16.69999999999999
113,83,7831.9009,196,1535.0525764,129.0,-16.0
98,81,7763.4942,179,1389.6654618,124.4,-26.400000000000006
56,39,8604.9644,95,817.471618,60.099999999999994,-4.099999999999994
20,16,8575.39,36,308.71403999999995,26.099999999999998,-6.099999999999998
90,69,8112.7549,159,1289.9280291,100.9,-10.900000000000006
74,57,8370.3676,131,1096.5181556,88.3,-14.299999999999997
6,7,7238.8634,13,94.10522420000001,13.5,-7.5
97,72,8061.7791,169,1362.4406678999999,106.9,-9.900000000000006
44,42,8434.7175,86,725.3857050000001,65.6,-21.599999999999994
11,11,7915.6624,22,174.14457280000002,20.0,-9.0
14,16,8122.7081,30,243.68124300000002,26.099999999999998,-12.099999999999998
78,59,8341.7074,137,1142.8139138,90.6,-12.599999999999994
73,47,8395.3281,120,1007.439372,73.0,0.0
95,79,7797.0,174,1356.6779999999999,119.0,-24.0
130,93,7607.5654,223,1696.4870842,144.1,-14.099999999999994
155,102,7409.6587,257,1904.2822858999998,155.1,-0.09999999999999432
72,55,8411.5617,127,1068.2683359,85.0,-13.0
80,57,8381.8807,137,1148.3176559,88.3,-8.299999999999997
93,63,8204.6192,156,1279.9205952,94.6,-1.5999999999999943
132,88,7711.6879,220,1696.571338,135.8,-3.8000000000000114
94,64,8201.8229,158,1295.8880182,96.6,-2.5999999999999943
43,33,8682.8172,76,659.8941071999999,50.0,-7.0
32,33,8396.2351,65,545.7552815,50.0,-18.0
146,100,7467.9608,246,1837.1183568000001,153.6,-7.599999999999994
81,66,8156.768,147,1199.0448959999999,98.9,-17.900000000000006
87,71,8018.5685,158,1266.933823,105.6,-18.599999999999994
106,76,7989.7287,182,1454.1306233999999,114.4,-8.400000000000006
36,25,8598.9157,61,524.5338577,39.3,-3.299999999999997
124,92,7631.3072,216,1648.3623552000001,142.9,-18.900000000000006
86,58,8314.7612,144,1197.3256128000003,88.6,-2.5999999999999943
5,6,6676.4563,11,73.4410193,11.799999999999999,-6.799999999999999
83,72,7929.0,155,1228.9950000000001,106.9,-23.900000000000006
90,59,8238.304,149,1227.507296,90.6,-0.5999999999999943
88,78,7733.0,166,1283.6779999999999,117.1,-29.099999999999994
48,45,8434.8255,93,784.4387715,71.3,-23.299999999999997
60,50,8496.0875,110,934.569625,77.7,-17.700000000000003
133,86,7723.7784,219,1691.5074696000001,133.6,-0.5999999999999943
17,16,8497.6304,33,280.4218032,26.099999999999998,-9.099999999999998
126,88,7749.1719,214,1658.3227866,135.8,-9.800000000000011
111,76,7973.7814,187,1491.0971218,114.4,-3.4000000000000057
70,59,8254.3808,129,1064.8151232000002,90.6,-20.599999999999994
85,72,7960.0,157,1249.72,106.9,-21.900000000000006
75,61,8243.7207,136,1121.1460152,92.9,-17.900000000000006
100,81,7791.9183,181,1410.3372123,124.4,-24.400000000000006
54,49,8423.7199,103,867.6431497,75.7,-21.700000000000003
44,32,8705.2364,76,661.5979664,48.7,-4.700000000000003
68,50,8516.5341,118,1004.9510238000001,77.7,-9.700000000000003
76,55,8415.0317,131,1102.3691527,85.0,-9.0
67,53,8423.6745,120,1010.8409399999998,82.3,-15.299999999999997
36,37,8305.0821,73,606.2709933,57.4,-21.4
57,43,8595.1184,100,859.5118399999999,67.9,-10.900000000000006
37,40,8075.0,77,621.775,62.2,-25.200000000000003
18,20,8240.0434,38,313.12164920000004,30.799999999999997,-12.799999999999997
63,42,8494.863,105,891.9606149999998,65.6,-2.5999999999999943
163,108,7288.0,271,1975.048,163.8,-0.8000000000000114
84,58,8347.07,142,1185.28394,88.6,-4.599999999999994
81,57,8375.0835,138,1155.7615230000001,88.3,-7.299999999999997
113,84,7805.7136,197,1537.7255791999999,130.7,-17.69999999999999
110,82,7854.6482,192,1508.0924544,125.4,-15.400000000000006
128,91,7661.3783,219,1677.8418477,139.6,-11.599999999999994
49,50,8161.0,99,807.939,77.7,-28.700000000000003
82,59,8353.9852,141,1177.9119131999998,90.6,-8.599999999999994
71,54,8430.939,125,1053.867375,83.4,-12.400000000000006
94,78,7839.246,172,1348.350312,117.1,-23.099999999999994
15,12,8263.8525,27,223.1240175,21.7,-6.699999999999999
132,87,7721.1759,219,1690.9375221,135.2,-3.1999999999999886
38,36,8533.039,74,631.444886,55.4,-17.4
65,58,8193.0,123,1007.7389999999999,88.6,-23.599999999999994
72,58,8333.2164,130,1083.3181319999999,88.6,-16.599999999999994
106,73,8033.5869,179,1438.0120551,109.3,-3.299999999999997
101,70,8097.8826,171,1384.7379246,104.2,-3.200000000000003
86,70,8061.7107,156,1257.6268691999999,104.2,-18.200000000000003
60,48,8550.0196,108,923.4021167999999,74.0,-14.0
62,50,8513.6189,112,953.5253167999999,77.7,-15.700000000000003
54,54,8074.8886,108,872.0879688,83.4,-29.400000000000006
96,79,7817.5939,175,1368.0789324999998,119.0,-23.0
93,80,7725.0,173,1336.425,122.19999999999999,-29.19999999999999
112,83,7830.7579,195,1526.9977905,129.0,-17.0
54,48,8484.1322,102,865.3814844,74.0,-20.0
20,14,8337.1659,34,283.4636406,23.4,-3.3999999999999986
150,105,7359.0,255,1876.545,159.2,-9.199999999999989
121,87,7756.8985,208,1613.434888,135.2,-14.199999999999989
48,47,8315.0,95,789.925,73.0,-25.0
105,73,8035.0,178,1430.23,109.3,-4.299999999999997
74,67,7943.0,141,1119.963,99.6,-25.599999999999994
65,42,8442.219,107,903.3174329999999,65.6,-0.5999999999999943
48,42,8597.0285,90,773.732565,65.6,-17.599999999999994
28,31,8232.0,59,485.688,47.599999999999994,-19.599999999999994
16,22,7319.0,38,278.122,34.2,-18.200000000000003
9,10,7567.3431,19,143.7795189,18.299999999999997,-9.299999999999997
78,61,8285.5473,139,1151.6910747000002,92.9,-14.900000000000006
36,30,8759.6335,66,578.135811,45.7,-9.700000000000003
29,28,8670.9364,57,494.2433748,43.8,-14.799999999999997
122,82,7879.9326,204,1607.5062504,125.4,-3.4000000000000057
24,16,8329.3255,40,333.17302000000007,26.099999999999998,-2.099999999999998
77,53,8421.1011,130,1094.743143,82.3,-5.299999999999997
144,95,7553.6891,239,1805.3316949,148.0,-4.0
104,81,7835.5756,185,1449.581486,124.4,-20.400000000000006
143,93,7579.2148,236,1788.6946928,144.1,-1.0999999999999943
104,80,7874.3454,184,1448.8795536,122.19999999999999,-18.19999999999999
44,37,8645.5139,81,700.2866259,57.4,-13.399999999999999
7,9,6964.049,16,111.424784,16.6,-9.600000000000001
92,62,8226.8379,154,1266.9330366,94.3,-2.299999999999997
70,47,8459.4515,117,989.7558254999998,73.0,-3.0
138,94,7588.9839,232,1760.6442648000002,147.3,-9.300000000000011
16,19,7965.8409,35,278.8044315,29.799999999999997,-13.799999999999997
30,22,8691.8193,52,451.9746035999999,34.2,-4.200000000000003
91,72,8028.0072,163,1308.5651736,106.9,-15.900000000000006
96,78,7866.1143,174,1368.7038882000002,117.1,-21.099999999999994
85,66,8184.6789,151,1235.8865139,98.9,-13.900000000000006
4,7,5358.4023,11,58.9424253,13.5,-9.5
139,95,7564.0,234,1769.976,148.0,-9.0
120,86,7789.0417,206,1604.5425902,133.6,-13.599999999999994
42,40,8465.4666,82,694.1682612,62.2,-20.200000000000003
120,81,7891.2717,201,1586.1456117,124.4,-4.400000000000006
151,98,7483.3954,249,1863.3654546,152.3,-1.3000000000000114
110,83,7817.1718,193,1508.7141574,129.0,-19.0
66,51,8487.8981,117,993.0840777000001,79.3,-13.299999999999997
89,73,7964.3432,162,1290.2235984,109.3,-20.299999999999997
127,89,7711.2319,216,1665.6260903999998,137.7,-10.699999999999989
90,78,7773.6217,168,1305.9684456,117.1,-27.099999999999994
45,43,8389.8338,88,738.3053744,67.9,-22.900000000000006
24,17,8412.9593,41,344.9313313,28.099999999999998,-4.099999999999998
61,49,8508.9087,110,935.9799569999999,75.7,-14.700000000000003
30,31,8446.4313,61,515.2323093,47.599999999999994,-17.599999999999994
84,67,8145.5267,151,1229.9745317,99.6,-15.599999999999994
55,40,8643.5924,95,821.1412779999999,62.2,-7.200000000000003
67,43,8411.2603,110,925.238633,67.9,-0.9000000000000057
152,98,7479.9567,250,1869.989175,152.3,-0.30000000000001137
127,91,7659.1935,218,1669.704183,139.6,-12.599999999999994
